id,title,original_title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
160,She-Ra and the Princesses of Power,She-Ra and the Princesses of Power,"In this reboot of the '80s series, a magic sword transforms an orphan girl into warrior She-Ra, who unites a rebellion to fight against evil.",2018-11-13,8.1581,"Animation, Kids, Sci-Fi & Fantasy",United States,English,8.468,787
161,Malcolm in the Middle,Malcolm in the Middle,"A gifted young teen tries to survive life with his dimwitted, dysfunctional family.",2000-01-09,36.1787,Comedy,United States,English,8.5,4644
162,The Last of Us,The Last of Us,"Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.",2023-01-15,29.2769,Drama,United States,English,8.465,6592
163,Kaiju No. 8,怪獣８号,"In a world plagued by creatures known as Kaiju, Kafka Hibino aspired to enlist in The Defense Force. He makes a promise to enlist with his childhood friend, Mina Ashiro. Soon, life takes them in separate ways. While employed cleaning up after Kaiju battles, Kafka meets Reno Ichikawa. Reno's determination to join The Defense Force reawakens Kafka's promise to join Mina and protect humanity.",2024-04-13,24.2022,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.464,678
164,Teen Wolf,Teen Wolf,"Scott McCall, a high school student living in the town of Beacon Hills has his life drastically changed when he's bitten by a werewolf, becoming one himself. He must henceforth learn to balance his problematic new identity with his day-to-day teenage life. The following characters are instrumental to his struggle: Stiles, his best friend; Allison, his love interest who comes from a family of werewolf hunters; and Derek, a mysterious werewolf with a dark past. Throughout the series, he strives to keep his loved ones safe while maintaining normal relationships with them.",2011-06-05,40.8752,"Sci-Fi & Fantasy, Drama, Comedy",United States,English,8.464,4565
165,The Twilight Zone,The Twilight Zone,"An anthology series containing drama, psychological thriller, fantasy, science fiction, suspense, and/or horror, often concluding with a macabre or unexpected twist.",1959-10-02,24.7871,"Sci-Fi & Fantasy, Mystery, Drama",United States,English,8.5,967
166,The Glory,더 글로리,"Years after surviving horrific abuse in high school, a woman puts an elaborate revenge scheme in motion to make the perpetrators pay for their crimes.",2022-12-30,14.5756,Drama,South Korea,Korean,8.46,842
167,W: Two Worlds,W(더블유),"After being pulled into the webtoon world created by her father, a surgical resident gets entangled in a murder mystery involving the story's hero.",2016-07-20,5.7999,"Drama, Comedy",South Korea,Korean,8.461,947
168,Star Wars: The Clone Wars,Star Wars: The Clone Wars,"Yoda, Obi-Wan Kenobi, Anakin Skywalker, Mace Windu and other Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",2008-10-03,28.2752,"Action & Adventure, Sci-Fi & Fantasy, Animation",United States,English,8.5,2232
169,Game of Thrones,Game of Thrones,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",2011-04-17,124.0256,"Sci-Fi & Fantasy, Drama, Action & Adventure",United States,English,8.459,25807
170,Arifureta: From Commonplace to World's Strongest,ありふれた職業で世界最強,"Hajime Nagumo and his high school class are suddenly summoned to a fantastical land as heroes. But while most of his classmates have powerful stats and abilities, Hajime does not. Underappreciated and unprepared, he tumbles into the depths of a monster-infested dungeon where voracity and sacrifice are his only options. To thrive in this savage world, he’ll have no choice but to welcome the abyss.",2019-07-08,3.049,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.458,614
171,The Misfit of Demon King Academy,魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,"Anos Voldigord was a tyrannical Demon King that eradicated humans, spirits, and even the gods, but became bored of eternal warfare and reincarnated with dreams of a peaceful world. However, what awaited him in reincarnation after 2000 years were descendants who became too weak after being accustomed to peace, and all sorts of magic that deteriorated to the extreme. Anos enters Demon King Academy that gathers and educates those who are viewed as the reincarnation of the Demon King, but the academy could not see through his true powers and ends up branding him as a misfit.",2020-07-04,18.8828,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.5,839
172,NANA,NANA,"Nana Osaki is a guarded and ambitious young woman with a strong will and a rough past. She is the vocalist for a punk band called Black Stones and she desires fame and recognition more than anything else. Nana Komatsu is an outgoing and flighty young woman with a weak will and a stable past. Her life revolves around her desire to find love and marriage. The two meet for the first time while traveling to Tokyo - in pursuit of their respective dreams - and they later decide to be roommates. Although drastically different people, the two become very close and together they find out if their biggest dreams have room for their best friend.",2006-04-05,12.754,"Animation, Comedy, Drama, Family",Japan,Japanese,8.448,230
173,The Queen's Gambit,The Queen's Gambit,"In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction.",2020-10-23,10.6997,Drama,United States,English,8.454,5158
174,Blue Spring Ride,アオハライド,"At the end of her first year of high school, Futaba Yoshioka suddenly has a chance encounter with her first love, Kou Tanaka. Three years ago, he transferred schools before she was able to say how she felt about him. After meeting each other again, Futaba realizes that he has gone through many changes. He acts more cool and even had his last name changed to Mabuchi. Gradually the two rekindle their love while piecing together what had happened in the time that they were apart.",2014-07-08,5.285,"Animation, Comedy, Drama",Japan,Japanese,8.453,328
175,Noblesse,NOBLESSE -ノブレス-,"Rai wakes up from 820-years long sleep and starts his new life as a student in a high school founded by his loyal servant, Frankenstein. But his peaceful days with other human students are soon interrupted by mysterious attackers known as the ""Unions"".",2020-10-08,2.9962,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",Japan,Japanese,8.452,417
176,Zatch Bell!,金色のガッシュベル!!,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Zatch Bell to take care of. Little does he know that Zatch is embroiled in an intense fight to see who is the ruler of the demon world.",2003-04-06,9.852,"Animation, Comedy, Kids",Japan,Japanese,8.5,252
177,Shōgun,Shōgun,"In Japan in the year 1600, at the dawn of a century-defining civil war, Lord Yoshii Toranaga is fighting for his life as his enemies on the Council of Regents unite against him, when a mysterious European ship is found marooned in a nearby fishing village.",2024-02-27,17.1634,"Drama, War & Politics",United States,English,8.451,1527
178,Trollhunters: Tales of Arcadia,Trollhunters: Tales of Arcadia,"After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",2016-12-23,8.2663,"Family, Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",United States,English,8.4,1119
179,Marry My Husband,내 남편과 결혼해줘,"Kang Ji-won, a terminally ill cancer patient, is killed by her husband and best friend after she witnesses them having an affair. She wakes up 10 years before the incident and decides to seek revenge with the help of Yu Ji-hyuk, a director at the company where she works. Now, she must reclaim her fate and eliminate the trash from her life.",2024-01-01,10.7853,"Drama, Sci-Fi & Fantasy, Comedy",South Korea,Korean,8.449,622
180,The Quintessential Quintuplets,五等分の花嫁,"Fuutarou Uesugi is a poor, antisocial ace student who one day meets the rich transfer student Itsuki Nakano. They argue but when Uesugi realizes he is to be her tutor, he tries to get on better terms. While trying to do so he meets four other girls.",2019-01-11,9.7169,"Animation, Drama, Comedy",Japan,Japanese,8.4,730
181,My Demon,마이데몬,"A pitiless demon becomes powerless after getting entangled with an icy heiress, who may hold the key to his lost abilities — and his heart.",2023-11-24,19.2933,"Drama, Comedy, Sci-Fi & Fantasy",South Korea,Korean,8.446,599
182,My Dress-Up Darling,その着せ替え人形は恋をする,"High schooler Wakana Gojo wants to become a kashirashi—a master craftsman who makes traditional Japanese Hina dolls. Though he's gung-ho about the craft, he knows nothing about the latest trends, and has a hard time fitting in with his class. The popular kids—especially one girl, Marin Kitagawa—seem like they live in a completely different world. That all changes one day, when she shares an unexpected secret with him, and their completely different worlds collide.",2022-01-09,18.5839,"Animation, Comedy, Drama",Japan,Japanese,8.4,823
183,The Boys,The Boys,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,2019-07-25,49.5507,"Sci-Fi & Fantasy, Action & Adventure",United States,English,8.4,11379
184,Brassic,Brassic,"A group of working-class friends finding unconventional ways to win at life in suburban northern England. These lads have dealt, scammed, bribed and conned their way through adolescence, but now, their dealing and stealing is catching up with them and a whole load of trouble is heading their way.",2019-08-22,13.9933,"Comedy, Drama, Crime",United Kingdom,English,8.443,229
185,Classroom of the Elite,ようこそ実力至上主義の教室へ,"When Kiyotaka enters an elite government-sponsored high school, he finds out just how merit-based this education system is.",2017-07-12,22.4704,"Animation, Drama, Mystery",Japan,Japanese,8.444,729
186,Light Shop,조명가게,"In a mysterious shop that sells lamps, the dead may return to the world of the living, while the living may not walk out alive.",2024-12-04,7.364,"Mystery, Drama",South Korea,Korean,8.442,208
187,Tomorrow,내일,"Once guiding the 'dead', now saving those who want to die! The Afterlife Office Human Fantasy.",2022-04-01,4.6028,"Drama, Sci-Fi & Fantasy, Action & Adventure",South Korea,Korean,8.442,259
188,La Familia del Barrio,La Familia del Barrio,,2013-05-05,2.0055,Comedy,Mexico,Spanish,8.442,491
189,Lucifer,Lucifer,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016-01-25,70.5736,"Crime, Sci-Fi & Fantasy",United States,English,8.4,15189
190,Food Wars! Shokugeki no Soma,食戟のソーマ,"Young chef Soma enters the prestigious Totsuki Culinary Academy, where he must emerge victorious in over-the-top cooking battles or face expulsion.",2015-04-04,7.6911,"Animation, Comedy, Drama",Japan,Japanese,8.44,779
191,The Familiar of Zero,ゼロの使い魔,"Louise Françoise Le Blanc de La Vallière’s name is so long and her spell-casting skills are so poor that everyone at the Tristain Academy of Magic just calls her “Louise the Zero.” Louise’s humiliation only increases during an important second-year test, she inexplicably summons Saito Hiraga, a totally normal teenager from Tokyo. Now she’s stuck with him and Saito’s stuck with the lousy life of being a familiar.",2006-07-03,10.8861,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.4,585
192,Record of Ragnarok,終末のワルキューレ,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",2021-06-17,9.8202,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,8.4,1751
193,MobLand,MobLand,Two mob families clash in a war that threatens to topple empires and lives.,2025-03-30,33.5325,"Crime, Drama","United Kingdom, United States",English,8.435,478
194,Kenichi: The Mightiest Disciple,史上最強の弟子ケンイチ,"Yeah, Kenichi’s a total wimp. He’s always getting picked on and doesn’t have a lot of friends to stick up for him. The guy needs motivation if he hopes to graduate in one piece. Well, Miu’s the perfect motivation. She’s hot, she accepts him, and she just so happens to live at a dojo with six martial arts masters. You could say fate has led Kenichi to their door, or you could say he was just following the hottie. Either way, he’s about to get whipped into serious shape. If he can survive some hard-core training, he might survive another day at school. He might even score with Miu. Yeah, you could call Kenichi a wimp. But let’s go with underdog instead.",2006-10-07,9.4675,"Action & Adventure, Animation, Comedy",Japan,Japanese,8.4,459
195,The Helpful Fox Senko-san,世話やきキツネの仙狐さん,"Like many hardworking members of the workforce, Kuroto Nakano is perpetually stressed out by his job. Still, since he lives alone, he must carry on to sustain himself. Little do humans like Kuroto know, this stress takes the form of darkness residing within a person's body and will bring one's life to ruin.

Fox deities can see this darkness and have the duty to save people before it is too late. To help rid Kuroto of his stress, Senko-san, an eight hundred-year-old foxgirl, volunteers to take care of him, and will do everything she can to ease the tension in his weary soul.",2019-04-10,3.6873,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,8.435,224
196,Business Proposal,사내맞선,"In disguise as her friend, Ha-ri shows up to a blind date to scare him away. But plans go awry when he turns out to be her CEO — and makes a proposal.",2022-02-28,10.9451,"Comedy, Drama",South Korea,Korean,8.4,682
197,Legacies,Legacies,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelson’s daughter, 17-year-old Hope Mikaelson, Alaric Saltzman’s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.",2018-10-25,22.7314,"Sci-Fi & Fantasy, Drama",United States,English,8.4,2979
198,Steins;Gate,Steins;Gate,"A group of friends have customized their microwave so that it can send text messages to the past. As they perform different experiments, an organization named SERN who has been doing their own research on time travel tracks them down and now the characters have to find a way to avoid being captured by them.",2011-04-06,9.0577,"Animation, Sci-Fi & Fantasy, Mystery, Comedy",Japan,Japanese,8.4,881
199,Animaniacs,Animaniacs,"Yakko, Wakko and Dot return for all-new big laughs and the occasional epic takedown of authority figures in serious need of an ego check. Joining the Warners are Starbox & Cindy on their latest play date while Pinky and the Brain's ideas for world domination lead them to all new adventures.",2020-11-20,12.4259,"Animation, Comedy",United States,English,8.4,582
200,BEASTARS,BEASTARS,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",2019-10-10,15.1063,"Animation, Drama, Mystery",Japan,Japanese,8.4,1238
201,Twin Star Exorcists,双星の陰陽師,"Rokuro is from a family of exorcists, but he'd rather be a singer, a soccer player or anything but an exorcist! He's forced to own up to his own incredible potential when new arrival Benio stirs his competitive spirit. But their rivalry gets a twist when they earn the prestigious title of ""Twin Star Exorcists""—two supreme fighters fated to marry and birth the ultimate spiritual warrior!",2016-04-06,8.2496,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,8.43,359
202,Samurai Jack,Samurai Jack,"A great warrior is displaced to the distant future by the evil shape-shifting wizard Aku. The world has become a bleak place under the rule of Aku, segregated into fantastic tribes and ruled by Aku's evil robot warlords. Jack travels this foreign landscape in search of a time portal that can return him to his home time so he can ""undo the future that is Aku!"".",2001-08-10,14.3916,"Sci-Fi & Fantasy, Action & Adventure, Animation",United States,English,8.431,849
203,We Never Learn: BOKUBEN,ぼくたちは勉強ができない,"Nariyuki Yuiga is in his last and most painful year of high school. In order to gain the “special VIP recommendation” which would grant him a full scholarship to college, he must now tutor his classmates as they struggle to prepare for entrance exams. Among his pupils are “the sleeping beauty of the literary forest,” Fumino Furuhashi, and ""the Thumbelina supercomputer,"" Rizu Ogata–two of the most beautiful super-geniuses at the school! While these two were thought to be academically flawless, it turns out that they’re completely clueless outside of their pet subjects…!?",2019-04-07,5.878,"Animation, Comedy",Japan,Japanese,8.4,253
204,Mouse,마우스,"A psychopath's ruthless serial murders have left the entire nation gripped with fear and chaos. A honest and justice-seeking rookie police officer and a veteran detective with tragic past, face against the killer. After the encounter with the psychopath, their lives totally change.",2021-03-03,10.3007,"Crime, Mystery, Sci-Fi & Fantasy",South Korea,Korean,8.4,297
205,My Love Story!!,俺物語!!,"Takeo Goda is a giant guy with a giant heart. Too bad the girls don't want him! (They always go for his good-looking best friend, Makoto Sunakawa.) Used to being on the sidelines, Takeo simply stands tall and accepts his fate. But one day when he saves a girl named Rinko Yamato from a harasser on the train, his (love!) life suddenly takes an incredible turn! Takeo can hardly believe it when he crosses paths with Rinko again, and he finds himself falling in love with her... But with handsome Suna around, does Takeo even stand a chance?",2015-04-09,5.7986,"Animation, Comedy",Japan,Japanese,8.427,361
206,TSUKIMICHI -Moonlit Fantasy-,月が導く異世界道中,"Makoto Misumi is just an ordinary high school student living a regular life, but all of a sudden gets summoned to the other world to become a ""hero."" The goddess of the other world, however, insults him for being different and strips his ""hero"" title, before casting him off to the wilderness at the edge of the world. As he wanders the wilderness, Makoto encounters dragons, spiders, orcs, dwarves, and all sorts of non-human tribes. Because Makoto comes from a different world, he is able to unleash unimaginable magical powers and combat skills. But just how will he handle his encounters with various species and survive in his new environment. In this fantasy, Makoto tries to transform the other world into a better place despite the humans and gods having turned their backs on him.",2021-07-07,11.0954,"Animation, Sci-Fi & Fantasy, Action & Adventure, Comedy",Japan,Japanese,8.4,396
207,Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,"A former gang member wants to be Japan's best teacher. When he's hired to supervise a class of hopeless cases, it's his chance to prove himself.",1999-06-30,8.2765,"Animation, Comedy, Drama",Japan,Japanese,8.4,238
208,Friends,Friends,"Six young people from New York City, on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life.",1994-09-22,90.0183,Comedy,United States,English,8.424,8689
209,"Why the Hell Are You Here, Teacher!?",なんでここに先生が!?,"Ichiro Sato is about as average as a student can get... except for his above-average ability to land himself in totally awkward, intensely risqué situations with his no-nonsense teacher, Kana Kojima! Ichiro has his hands full dealing with these steamy shenanigans and unexpected encounters in the most unlikely places. At least it can’t get any worse, right?",2019-04-08,7.7465,"Animation, Comedy",Japan,Japanese,8.422,685
210,Tokyo Revengers,東京リベンジャーズ,"Takemichi Hanagaki is a freelancer that’s reached the absolute pits of despair in his life. He finds out that the only girlfriend he ever had, in middle school, Hinata Tachibana, had been killed by the ruthless Tokyo Manji Gang. The day after hearing about her death, he’s standing on the station platform and ends up being pushed over onto the tracks by a herd of people. He closes his eyes thinking he’s about to die, but when he opens his eyes back up, he somehow had gone back in time 12 years. Now that he’s back living the best days of his life, Takemichi decides to get revenge on his life.",2021-04-11,13.6529,"Animation, Drama, Action & Adventure, Crime",Japan,Japanese,8.4,1268
211,Julie and the Phantoms,Julie and the Phantoms,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,2020-09-10,2.5157,"Family, Comedy, Sci-Fi & Fantasy",United States,English,8.422,610
212,Dark,Dark,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017-12-01,27.7714,"Crime, Drama, Sci-Fi & Fantasy, Mystery",Germany,German,8.4,7209
213,Go Ahead,以家人之名,"Three friends from troubled families form a unique, lasting bond — but their pasts soon cast a cloud over their lives.",2020-08-10,5.5121,"Drama, Family, Comedy",China,Chinese,8.4,203
214,Seton Academy: Join the Pack!,群れなせ！シートン学園,"Seton Academy, a school full of animals where, thanks to population decline, there are fewer humans than any other creature. Mazama Jin, an animal hater and the only human male in his class, falls in love with Hino Hitomi, the only female human, the moment he lays eyes her. However he soon finds himself entangled with various other creatures after he reluctantly joins the 'pack' of Lanka the wolf, the only other member of her pack. After getting to know each other, the two decide to create a cooking club, and after a few bad-blooded misunderstandings, Ranka soon joins the club as well.

Thus begins the howl-some and howl-arious story of two normal humans; an adorable wolf; a cheerful koala; a sluggish, blonde sloth; and a feline with cattitude in their newfound club—in a story that teaches that friendship can be forged by creatures of different kinds.",2020-01-07,4.6958,"Animation, Comedy",Japan,Japanese,8.419,234
215,Riverdale,Riverdale,"Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdale’s wholesome facade.",2017-01-26,30.1958,"Crime, Drama, Mystery",United States,English,8.4,13629
216,Sons of Anarchy,Sons of Anarchy,"The Sons of Anarchy (SOA) are an outlaw motorcycle club with many charters in the United States and overseas. The show focused on the original and founding charter, Sons of Anarchy Motorcycle Club, Redwood Original, often referred to by the acronym SAMCRO, Sam Crow, or simply Redwood Charter. The charter operates both legal and illegal businesses in the small town of Charming, California. They combine gun-running and a garage, and involvement in porn film industry. Clay, the charter president, likes it old school and violent; while Jax, his stepson and the club's VP, has thoughts about changing the way things are done. Their conflict has effects on both the club and their personal relationship, especially when Jax goes on a personal quest to cleanse the SAMCRO name and image.",2008-09-03,44.7713,"Crime, Drama",United States,English,8.419,3112
217,Vgly,Vgly,"Though stuck at the bottom of the social ladder with no money or contacts, aspiring artist Vgly and his crew strive to break into the music business.",2023-05-25,15.7975,"Comedy, Drama",Mexico,Spanish,8.418,232
218,Love By Chance,บังเอิญรัก,"Bullied for being gay, Pete finds unexpected comfort in Ae—but loving someone who can’t love him back is its own quiet pain.",2018-08-03,4.4806,"Drama, Comedy",Thailand,Thai,8.4,207
219,The Seven Deadly Sins,七つの大罪,"The “Seven Deadly Sins”—a group of evil knights who conspired to overthrow the kingdom of Britannia—were said to have been eradicated by the Holy Knights, although some claim that they still live. Ten years later, the Holy Knights have staged a Coup d'état and assassinated the king, becoming the new, tyrannical rulers of the kingdom. Elizabeth, the king's only daughter, sets out on a journey to find the “Seven Deadly Sins,” and to enlist their help in taking back the kingdom.",2014-10-05,3.4673,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.417,5070
220,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,"Mikami's boring life ends abruptly when he's reincarnated in another world as a slime monster. He then forms a party of monsters, changing everything.",2018-10-02,13.2451,"Action & Adventure, Animation, Sci-Fi & Fantasy, Comedy",Japan,Japanese,8.4,818
221,Magic Knight Rayearth,魔法騎士レイアース,"Three young girls, Hikaru, Umi, and Fuu, are transported to a magical world called Cephiro during a field trip to Tokyo Tower. They are soon greeted by Master Mage Clef, who explains to them that they have been summoned to become the Legendary Magic Knights and save Cephiro. The girls are less than enthusiastic about this idea, and only want to return home. Clef further explains that they must seek out the three Rune Gods to help them fight. He bestows armor and magical powers to each of them. They learn from Clef that High Priest Zagato has kidnapped the Pillar of Cephiro, Princess Emeraude. The Pillar of Cephiro has the sole responsibility of keeping Cephiro alive and in balance with her prayers. Without Princess Emeraude, Cephiro would fall into ruin. Hikaru, Umi, and Fuu must fight off Zagato's henchman and find the Rune Gods if they ever want to get back home. They soon learn that friendship and loyalty are the only things they can rely on in the crumbling Cephiro.",1994-10-17,7.2108,"Animation, Sci-Fi & Fantasy, Action & Adventure, Drama, Comedy",Japan,Japanese,8.4,204
222,Twenty Five Twenty One,스물다섯 스물하나,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.",2022-02-12,7.75,Drama,South Korea,Korean,8.4,296
223,The Mandalorian,The Mandalorian,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",2019-11-12,22.6642,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,8.4,10589
224,Hellsing Ultimate,ヘルシング アルティメット,"For over a century, the mysterious Hellsing Organization has been secretly protecting the British Empire from the undead. When Sir Integra Hellsing succeeded as the head of the organization, she also inherited the ultimate weapon against these supernatural enemies: Alucard, a rogue vampire possessing mysterious and frightening powers. Now, Hellsing must deal with a more dangerous threat than vampires.",2006-02-10,5.6053,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,8.4,671
225,Steven Universe,Steven Universe,"A young boy takes his mother's place in a group of gemstone-based beings, and must learn to control his powers.",2013-11-04,16.9686,"Animation, Comedy, Action & Adventure, Family, Sci-Fi & Fantasy",United States,English,8.4,1271
226,Chicago P.D.,Chicago P.D.,"A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.",2014-01-08,51.9664,"Crime, Drama",United States,English,8.4,2511
227,Kuroko's Basketball,黒子のバスケ,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",2012-04-08,9.541,"Animation, Comedy, Drama",Japan,Japanese,8.41,582
228,Veneno,Veneno,"Adored for her charisma and her free, explicit and fun way of expressing herself, La Veneno gained popularity thanks to her television appearances in the 90s. However, her life and especially her death remain an enigma.",2020-03-29,2.592,Drama,Spain,Spanish,8.4,1410
229,Infinity Train,Infinity Train,Passengers on board the mysterious Infinity Train must explore a series of endless cars that each contain unique worlds and puzzles to solve in order to unravel the mysteries of the train - and within themselves - to open the doorway home.,2019-08-05,7.2487,"Animation, Sci-Fi & Fantasy, Action & Adventure",United States,English,8.4,290
230,Club de Cuervos,Club de Cuervos,"When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",2015-08-07,4.3573,"Drama, Comedy",United States,English,8.4,307
231,Rebelde,Rebelde,Six teenagers with different lives and personalities attend a prominent private school with only one thing in common: their vocation and passion for music.,2004-10-04,20.5007,"Soap, Comedy, Drama",Mexico,Spanish,8.407,5175
232,When the Phone Rings,지금 거신 전화는,A rising politician and his mute wife's tense marriage begins to unravel after a call from a kidnapper turns their lives upside down.,2024-11-22,9.0303,"Drama, Mystery, Crime",South Korea,Korean,8.406,262
233,Common Side Effects,Common Side Effects,Former high school lab partners Marshall and Frances begin to unravel a conspiracy involving big pharma and the federal government to suppress knowledge of a rare mushroom that may hold the key to curing all the world’s diseases.,2025-02-02,7.0216,"Animation, Drama, Comedy, Sci-Fi & Fantasy",United States,English,8.405,206
234,Death's Game,"이재, 곧 죽습니다","At the brink of going to hell, Yee-jae must cycle through twelve separate lives and twelve separate deaths in this reincarnation drama.",2023-12-15,7.7928,"Drama, Sci-Fi & Fantasy",South Korea,Korean,8.407,570
235,Tear Along the Dotted Line,Strappare lungo i bordi,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,2021-11-17,1.8184,"Animation, Comedy, Drama",Italy,Italian,8.4,458
236,Itaewon Class,이태원 클라쓰,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",2020-01-31,7.6653,Drama,South Korea,Korean,8.4,380
237,Assassination Classroom,暗殺教室,"The students of Class 3-E have a mission: kill their teacher before graduation. He has already destroyed the moon, and has promised to destroy the Earth if he can not be killed within a year. But how can this class of misfits kill a tentacled monster, capable of reaching Mach 20 speed, who may be the best teacher any of them have ever had?",2015-01-10,11.7462,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.4,1148
238,One-Punch Man,ワンパンマン,"The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression.",2015-10-05,74.4275,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.4,3910
239,Chicago Fire,Chicago Fire,"An edge-of-your-seat view into the lives of everyday heroes committed to one of America's noblest professions. For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating. These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.",2012-10-10,59.2121,Drama,United States,English,8.4,2323
240,The Ancient Magus' Bride,魔法使いの嫁,"Hatori Chise has lived a life full of neglect and abuse, devoid of anything resembling love. Far from the warmth of family, she has had her share of troubles and pitfalls. Just when all hope seems lost, a fateful encounter awaits her. When a man with the head of a beast, wielding strange powers, obtains her through a slave auction, Chise's life will never be the same again.

The man is a ""magus,""a sorcerer of great power, who decides to free Chise from the bonds of captivity. The magus then makes a bold statement: Chise will become his apprentice--and his bride!",2017-10-08,14.4753,"Animation, Sci-Fi & Fantasy, Drama, Action & Adventure",Japan,Japanese,8.4,410
241,No Gain No Love,손해 보기 싫어서,"Son Hae-yeong seeks out a fake wedding with her neighbourhood convenience store employee, Kim Ji-uk, to avoid missing out on a promotion.",2024-08-26,8.4139,"Drama, Comedy",South Korea,Korean,8.394,250
242,The Resident,The Resident,"A tough, brilliant senior resident guides an idealistic young doctor through his first day, pulling back the curtain on what really happens, both good and bad, in modern-day medicine.",2018-01-21,41.2073,Drama,United States,English,8.4,1274
243,The Penguin,The Penguin,"With the city in peril following the seawall's collapse, Oswald ""Oz"" Cobb seeks to fill the power vacuum left by the death of Carmine Falcone and finally give his mother Francis the life he's always promised. But first, Oz must confront his enemies and his own demoralizing reputation as ""the Penguin.""",2024-09-19,13.7982,"Drama, Crime",United States,English,8.393,1143
